timestamp,altitude,velocity,pitch,roll,yaw,anomaly,instability_type
0,10002.483570765056,249.5762403179773,1.864301053902556,-0.0430269649376787,90.1741431238334,0,normal
1,10000.30866182756,249.6465792250828,1.9638896920246085,0.0351964791816505,90.16166146293618,0,normal
2,10005.238309359836,248.4043034983032,1.9304404961143853,0.1092344732954413,89.57173741048392,0,normal
3,10010.61469930229,249.9697298406958,2.0968026756260234,0.4188762622908705,90.34978311128684,0,normal
4,10002.828166545049,251.1324025516676,2.3387703716899133,-0.044596881612644,89.33493733058496,0,normal
5,10003.827232142325,249.2249349641573,1.9694935481990208,-0.0297468987433991,89.77286617566119,0,normal
6,10013.89246472548,251.6470436874952,2.3479242028843523,0.6395302827816288,89.12038410650999,0,normal
7,10010.831458379518,251.1854903943056,2.015114489258348,0.1738964272047598,90.91919895315648,0,normal
8,10005.644097467242,250.0623577111002,2.025183728654949,-0.0223566664324179,90.0440546409657,0,normal
9,10011.700655137733,250.75361822979127,2.3812016907242577,0.2545581724032857,91.26319911580418,0,normal
10,10007.66625320062,252.5916684616164,2.424100044903625,0.344264489418809,90.6011417965534,0,normal
11,10008.649181315866,251.82469592891024,2.4316256018178604,0.952553360910032,90.44360570834986,0,normal
12,10013.181032086724,251.19729678703385,2.019161755053889,0.8058592136256562,89.94631056743734,0,normal
13,10003.39701303868,251.04771944249973,2.2094030072536093,0.9145388076744148,89.73609326739567,0,normal
14,10005.329722301858,251.45838731327223,2.48670656201951,0.857632772293391,90.54057201623694,0,normal
15,10012.132375601155,250.9658374753644,2.349127748124446,0.9363214026514396,90.2631192603107,0,normal
16,10010.867665059752,249.4680832973616,2.1439394762102686,0.4862441253381289,89.64900125548584,0,normal
17,10018.489471569676,253.7096133712388,2.4673037903952344,0.6726852237183159,89.57993548987983,0,normal
18,10013.362836964978,251.91669616557485,2.248702003015448,0.474229393572605,89.87870728227985,0,normal
19,10011.824370990971,252.25274961218744,2.765612722073129,0.7463016639398438,91.28820140258613,0,normal
20,10027.195176924111,251.8891839616664,2.7297037848876,1.0521952073729754,91.50397762059578,0,normal
21,10019.717108482177,251.30368546457325,2.554531098068122,0.9240921223570784,90.51941437334663,0,normal
22,10022.160603331526,251.9437728443812,2.7178050209846725,1.313119523648239,90.51093064428238,0,normal
23,10015.674011422452,250.62034577263327,2.4693402401549367,0.6123810356647861,90.28779486115562,0,normal
24,10021.048349020086,254.58598237576072,2.6191070418586166,1.1391485131666816,90.00816257869953,0,normal
25,10025.295008874002,251.16261569459863,2.770036368738208,0.6479672994742058,91.18239744731268,0,normal
26,10019.953087302105,251.45243440537152,2.530878829067458,1.083172069552708,91.45094930073289,0,normal
27,10028.551633760611,252.1304207538792,2.436824244610473,1.3085307883221573,90.086753330458,0,normal
28,10024.632371406817,253.9440067144568,2.151800473358807,1.052613909909023,90.51129210791592,0,normal
29,10027.136753761515,252.754628683222,2.4797297903744955,1.3118313867643443,90.3469712998546,0,normal
30,10026.543487604986,251.5870765709448,2.663432130214489,0.8870706639913448,90.38092087589018,0,normal
31,10039.767254566888,254.15951416344387,2.6890185676082043,0.7033229178667507,91.2030714006018,0,normal
32,10031.389169937922,253.71697783359744,2.600659814664435,1.3958962391978382,89.97315234854916,0,normal
33,10027.115748194708,253.6040192170836,2.3901726952345115,1.7772420381235006,90.88132090225788,0,normal
34,10037.4614337746,253.8596993612632,2.100468091436716,0.9793485508730768,91.03109323793456,0,normal
35,10028.18556249569,255.6154503367709,2.392949953836021,1.667793092423064,90.61472002811,0,normal
36,10036.271741302531,255.4820182548935,2.426054841228307,1.3359637329723446,91.15108238004356,0,normal
37,10026.363192577095,252.68472421513744,2.418051808049648,0.9428405720121488,90.79705678419866,0,normal
38,10030.451116696806,255.0684922183639,2.596861315239292,1.023498653768176,91.350405899404,0,normal
39,10039.00314769166,253.89956528576093,2.8616151397049028,1.3858613286123984,89.9992741777834,0,normal
40,10042.634167130842,254.08587627063537,2.4793545537810595,1.2767199425736084,90.60444905411389,0,normal
41,10040.717774204391,251.9634583169912,2.400334826485395,1.0198593098700746,90.76131208454332,0,normal
42,10040.197803894016,253.55282983446608,2.379760320723618,0.919923728018152,89.47941721388347,0,normal
43,10040.181561764974,252.9763892241398,2.443326348780792,1.187236797931157,90.29076523806916,0,normal
44,10035.201336554765,254.6817532093881,2.238589449840115,1.5112153526767331,90.4450793029526,0,normal
45,10039.89733236915,254.98771504854025,2.413076310193172,1.461664810959047,91.34403406563412,0,normal
46,10042.091616841752,251.90352174916552,2.46301507335472,1.3224089083085162,90.53447454077374,0,normal
47,10050.574239669,254.0157556380213,2.39767388911032,1.5412163098082203,90.49673307710516,0,normal
48,10047.896009001992,255.21781934629925,2.429239977076532,1.799195538246336,91.33230124141106,0,normal
49,10038.247388040303,253.9658078901464,2.4056318729369592,1.610624477796616,90.13229645344728,0,normal
50,10049.562973707394,254.93641856904185,1.9448567356026896,1.459849878489207,89.92322904348663,0,normal
51,10046.89231328621,254.6117055773739,2.406215890374789,1.7771735199054206,90.79555834373114,0,normal
52,10046.303403782846,254.6536813681693,2.123547716778241,1.2119574896800611,90.2699068916483,0,normal
53,10053.61171556469,254.09046243365665,2.0168474380441497,1.4322475608348308,90.30622703507989,0,normal
54,10056.568596777792,253.19320823028903,1.992799574545916,1.4378582345256756,91.31498887915022,0,normal
55,10056.925123488649,253.3345066528821,2.277538818120672,1.124211565148025,91.4833613768176,0,normal
56,10048.922532175977,255.20985472533783,2.122979089632982,1.3651025546118063,91.45680450376784,0,normal
57,10052.41714299414,254.5626257360983,1.80734524937419,0.8630023019656461,91.63365242762156,0,normal
58,10056.458710836205,254.4455032992516,2.215232227645448,2.052232182552216,91.71661503359114,0,normal
59,10060.51382792689,254.19914001971776,1.807289697520748,1.1891125726511744,90.0484269414121,0,normal
60,10054.068376150277,254.35500658435532,2.098524275733576,1.9366056857436864,91.3544909267548,0,normal
61,10056.358451126727,255.7424085760835,2.093432106250829,1.4613169394657943,90.88093082041618,0,normal
62,10052.5718411837,254.39367591537965,2.1979057475556543,1.607166164265159,90.7883581980794,0,normal
63,10052.933442673824,253.419386994651,2.352133333609796,1.277588482791666,91.4584968319889,0,normal
64,10063.782173248212,255.5337310769863,1.6978776631061017,1.4718471181164898,90.32924314277692,0,normal
65,10067.299840716458,254.61291426322123,1.935407661522336,1.5885864645023346,90.33481850853592,0,normal
