timestamp,anomaly,instability_type,altitude,velocity,pitch,roll,yaw,altitude_rolling_mean,altitude_rolling_std,altitude_rolling_min,altitude_rolling_max,altitude_rolling_range,velocity_rolling_mean,velocity_rolling_std,velocity_rolling_min,velocity_rolling_max,velocity_rolling_range,pitch_rolling_mean,pitch_rolling_std,pitch_rolling_min,pitch_rolling_max,pitch_rolling_range,roll_rolling_mean,roll_rolling_std,roll_rolling_min,roll_rolling_max,roll_rolling_range,yaw_rolling_mean,yaw_rolling_std,yaw_rolling_min,yaw_rolling_max,yaw_rolling_range,altitude_rate,altitude_acceleration,altitude_gradient_magnitude,sudden_altitude_drop,rapid_climb_event,altitude_trend,altitude_deviation,altitude_volatility,velocity_rate,velocity_acceleration,velocity_gradient_magnitude,velocity_spike,velocity_drop,velocity_trend,velocity_deviation,velocity_volatility,velocity_stability_score,pitch_oscillation_strength,pitch_oscillation_detected,roll_oscillation_strength,roll_oscillation_detected,combined_oscillation_magnitude,pitch_zero_crossings,pitch_oscillation_frequency,oscillation_stability_score,oscillation_alert,reconstruction_error,isolation_forest_score,combined_anomaly_score,predicted_anomaly,prediction_label
0,0,normal,0.0917369211322204,-0.0829355341148874,-0.1011849470091749,-0.0952731006741096,0.1209118550470569,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,-0.1209122785887657,0.2734173536840352,-0.2489773395537866,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,0.0165652037489231,-0.1789089844945428,-0.3962049570083805,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.015551235,-0.17864570943240143,0.02592963008927264,0,normal
1,0,normal,0.0726317210868485,-0.0677050769003029,-0.036517360275507,-0.0778594367233531,0.1126135179353785,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,-0.1209122785887657,0.2734173536840352,-0.2489773395537866,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,0.0165652037489231,-0.1789089844945428,-0.3962049570083805,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.015129588,-0.178868937277545,0.025632835556792622,0,normal
2,0,normal,0.1159355581503509,-0.336694574804401,-0.0582374964123704,-0.061377514153965,-0.2795929919070453,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,0.2753752564011956,0.2734173536840352,-0.0846705504709015,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,-0.2912682395042916,-0.1789089844945428,-0.0987346157107795,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.01797672,-0.18111846208164062,0.02280790014277788,0,normal
3,0,normal,0.1631637448581197,0.0022666048828369,0.049789291338115,0.0075532024538591,0.2376847619687562,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,0.3002942572223742,0.0171273890988263,-0.0580245336392575,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,0.3671920376177642,0.3828997317365066,-0.0167099516647592,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.01344487,-0.1777530947810192,0.027027730831688798,0,normal
4,0,normal,0.0947639772070918,0.2540196915843258,0.2069102969771355,-0.0956225867101225,-0.437027720125882,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,-0.4339250022230413,-0.5067713797467254,0.0857287894090194,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,0.2727385446104217,-0.0548486564707587,-0.1189400874419699,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.024021804,-0.18023159745587491,0.0240892266705128,0,normal
5,0,normal,0.1035401368730565,-0.1590035508184151,-0.0328785128925588,-0.0923167668977777,-0.1458740653923845,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,0.056129954780396,0.33812840768022,-0.3191106887079693,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,-0.4472685579729806,-0.4185491161955093,0.0701096824784092,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.017699545,-0.17229540478322036,0.03414247721919906,0,normal
6,0,normal,0.1919568419079313,0.365454743998915,0.2128543101082947,0.0566739616516753,-0.5796717958167872,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,0.5618348473978424,0.3489287880981586,0.2216421760327735,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,0.5681005756554608,0.5904085898169176,0.2007399961185165,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.023322092,-0.1602538008639034,0.04975209943149537,0,normal
7,0,normal,0.1650678363171643,0.2655147822700469,-0.0032546901507523,-0.0469828330138906,0.6162565443199265,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,-0.1703382152050376,-0.5053592522559522,-0.1961259291602512,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,-0.108173773883643,-0.3931226425188252,-0.2969038044246336,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.024746863,-0.1806004192906202,0.02363210227877483,0,normal
8,0,normal,0.1195001501359558,0.0223232829736113,0.0032837405809112,-0.0906715948725581,0.0344235187533479,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,-0.2889448887087105,-0.081922978946266,-0.0692991979761431,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,-0.2633268983091519,-0.0901397706358122,-0.1289764523356511,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.01588842,-0.1834740903721679,0.019731168416643644,0,normal
9,0,normal,0.1727031803346415,0.1720016642180578,0.2344629481190712,-0.029026368166524,0.8449624304699065,0.1514928668042746,-0.194663490304137,0.2054737977178359,0.0857536208652192,-0.2257453691868033,0.2648755362795838,-0.0852701361418202,0.2153206135627625,0.1190651040248744,-0.0514547953743571,0.4551966500091347,-0.2001445628986208,0.3441283936448139,-0.0546765375547899,-0.1984690666724864,0.0136366507392825,-0.180949342381651,0.2023263198364554,-0.153463447492485,-0.2249042301752964,0.0970927281398264,1.2346225448295352,0.0373636822503829,0.2608924678536641,0.894888620696562,0.3382335703195407,0.4327604894111054,-0.0174558293552187,-0.0141435500494607,-0.0200040012004001,0.1514928668042746,0.0725094299734171,-0.194663490304137,0.1621832951143823,0.2474612157770364,-0.2385976861925522,-0.0815098117166278,-0.0875111555046956,0.2648755362795838,0.448398932187715,-0.0852701361418994,-0.4371070944301852,-0.2001445628986208,-0.1982043691226451,-0.1809493423816379,-0.1853107957511596,-0.1967813202766333,-0.3146679101684664,-0.3146679101684667,0.1298311957582694,-0.222571793340028,0.014379635,-0.1792104821715147,0.025176280407983018,0,normal
