timestamp,anomaly,instability_type,altitude,velocity,pitch,roll,yaw,altitude_rolling_mean,altitude_rolling_std,altitude_rolling_min,altitude_rolling_max,altitude_rolling_range,velocity_rolling_mean,velocity_rolling_std,velocity_rolling_min,velocity_rolling_max,velocity_rolling_range,pitch_rolling_mean,pitch_rolling_std,pitch_rolling_min,pitch_rolling_max,pitch_rolling_range,roll_rolling_mean,roll_rolling_std,roll_rolling_min,roll_rolling_max,roll_rolling_range,yaw_rolling_mean,yaw_rolling_std,yaw_rolling_min,yaw_rolling_max,yaw_rolling_range,altitude_rate,altitude_acceleration,altitude_gradient_magnitude,sudden_altitude_drop,rapid_climb_event,altitude_trend,altitude_deviation,altitude_volatility,velocity_rate,velocity_acceleration,velocity_gradient_magnitude,velocity_spike,velocity_drop,velocity_trend,velocity_deviation,velocity_volatility,velocity_stability_score,pitch_oscillation_strength,pitch_oscillation_detected,roll_oscillation_strength,roll_oscillation_detected,combined_oscillation_magnitude,pitch_zero_crossings,pitch_oscillation_frequency,oscillation_stability_score,oscillation_alert
0,0,normal,0.09173692113222048,-0.08293553411488748,-0.10118494700917491,-0.09527310067410967,0.12091185504705694,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,-0.12091227858876571,0.2734173536840352,-0.24897733955378665,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,0.016565203748923125,-0.17890898449454282,-0.39620495700838054,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
1,0,normal,0.0726317210868485,-0.06770507690030296,-0.03651736027550704,-0.07785943672335317,0.11261351793537859,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,-0.12091227858876571,0.2734173536840352,-0.24897733955378665,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,0.016565203748923125,-0.17890898449454282,-0.39620495700838054,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
2,0,normal,0.11593555815035099,-0.33669457480440107,-0.05823749641237047,-0.06137751415396509,-0.27959299190704534,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,0.27537525640119564,0.2734173536840352,-0.08467055047090154,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,-0.2912682395042916,-0.17890898449454282,-0.09873461571077957,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
3,0,normal,0.16316374485811974,0.0022666048828369296,0.049789291338115056,0.007553202453859118,0.23768476196875624,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,0.3002942572223742,0.017127389098826343,-0.0580245336392575,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,0.3671920376177642,0.3828997317365066,-0.016709951664759255,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
4,0,normal,0.09476397720709184,0.2540196915843258,0.2069102969771355,-0.0956225867101225,-0.43702772012588204,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,-0.43392500222304137,-0.5067713797467254,0.08572878940901948,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,0.27273854461042174,-0.05484865647075878,-0.11894008744196993,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
5,0,normal,0.10354013687305655,-0.1590035508184151,-0.03287851289255884,-0.09231676689777774,-0.14587406539238454,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,0.05612995478039608,0.33812840768022007,-0.3191106887079693,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,-0.44726855797298065,-0.4185491161955093,0.07010968247840928,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
6,0,normal,0.19195684190793139,0.36545474399891503,0.2128543101082947,0.056673961651675334,-0.5796717958167872,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,0.5618348473978424,0.34892878809815864,0.22164217603277359,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,0.5681005756554608,0.5904085898169176,0.20073999611851656,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
7,0,normal,0.16506783631716437,0.2655147822700469,-0.003254690150752309,-0.04698283301389061,0.6162565443199265,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,-0.17033821520503764,-0.5053592522559522,-0.1961259291602512,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,-0.10817377388364305,-0.3931226425188252,-0.2969038044246336,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
8,0,normal,0.11950015013595587,0.022323282973611334,0.0032837405809112794,-0.09067159487255813,0.034423518753347974,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,-0.28894488870871055,-0.08192297894626607,-0.06929919797614312,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,-0.2633268983091519,-0.09013977063581229,-0.12897645233565116,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
9,0,normal,0.17270318033464152,0.1720016642180578,0.23446294811907128,-0.029026368166524066,0.8449624304699065,0.1514928668042746,-0.19466349030413702,0.2054737977178359,0.08575362086521929,-0.2257453691868033,0.2648755362795838,-0.08527013614182023,0.2153206135627625,0.11906510402487444,-0.051454795374357175,0.45519665000913473,-0.2001445628986208,0.34412839364481396,-0.05467653755478991,-0.1984690666724864,0.013636650739282581,-0.180949342381651,0.20232631983645544,-0.153463447492485,-0.22490423017529643,0.09709272813982649,1.2346225448295352,0.03736368225038297,0.26089246785366416,0.894888620696562,0.3382335703195407,0.43276048941110545,-0.017455829355218708,-0.01414355004946072,-0.020004001200400138,0.1514928668042746,0.07250942997341711,-0.19466349030413702,0.16218329511438231,0.2474612157770364,-0.23859768619255223,-0.08150981171662787,-0.08751115550469568,0.2648755362795838,0.44839893218771504,-0.08527013614189949,-0.43710709443018525,-0.2001445628986208,-0.19820436912264514,-0.1809493423816379,-0.18531079575115966,-0.19678132027663336,-0.3146679101684664,-0.3146679101684667,0.12983119575826949,-0.22257179334002805
