timestamp,altitude,velocity,pitch,roll,yaw
0,10002.483570765056,249.5762403179773,1.8643010539025557,-0.04302696493767872,90.1741431238334
1,10000.308661827561,249.6465792250828,1.9638896920246083,0.0351964791816505,90.16166146293618
2,10005.238309359836,248.40430349830316,1.9304404961143857,0.10923447329544139,89.57173741048392
3,10010.61469930229,249.9697298406958,2.0968026756260234,0.41887626229087055,90.34978311128685
4,10002.828166545047,251.1324025516676,2.3387703716899133,-0.044596881612644024,89.33493733058496
5,10003.827232142323,249.22493496415734,1.9694935481990208,-0.029746898743399114,89.77286617566119
6,10013.89246472548,251.6470436874952,2.3479242028843523,0.6395302827816288,89.12038410650999
7,10010.831458379518,251.18549039430553,2.015114489258348,0.17389642720475987,90.91919895315648
8,10005.644097467242,250.0623577111002,2.0251837286549486,-0.02235666643241796,90.0440546409657
9,10011.700655137733,250.75361822979127,2.3812016907242577,0.2545581724032857,91.26319911580418
10,10007.666253200621,252.59166846161634,2.424100044903625,0.34426448941880905,90.6011417965534
11,10008.649181315866,251.82469592891022,2.4316256018178604,0.952553360910032,90.44360570834986
12,10013.181032086723,251.19729678703382,2.019161755053889,0.8058592136256562,89.94631056743734
13,10003.39701303868,251.04771944249978,2.2094030072536093,0.9145388076744148,89.73609326739567
14,10005.329722301858,251.45838731327223,2.48670656201951,0.857632772293391,90.54057201623694
15,10012.132375601155,250.9658374753644,2.349127748124446,0.9363214026514395,90.2631192603107
16,10010.867665059752,249.46808329736157,2.1439394762102686,0.4862441253381289,89.64900125548584
17,10018.489471569676,253.7096133712388,2.4673037903952344,0.6726852237183159,89.57993548987983
18,10013.362836964978,251.91669616557485,2.2487020030154476,0.474229393572605,89.87870728227985
19,10011.824370990973,252.25274961218744,2.7656127220731292,0.7463016639398438,91.28820140258611
20,10027.195176924113,251.88918396166636,2.7297037848876,1.0521952073729754,91.50397762059578
21,10019.717108482177,251.30368546457325,2.554531098068122,0.9240921223570783,90.51941437334665
22,10022.160603331526,251.94377284438121,2.7178050209846725,1.313119523648239,90.51093064428238
23,10015.674011422452,250.62034577263327,2.4693402401549367,0.6123810356647861,90.28779486115562
24,10021.048349020086,254.58598237576072,2.6191070418586166,1.1391485131666816,90.00816257869953
25,10025.295008874002,251.16261569459863,2.770036368738208,0.6479672994742058,91.18239744731267
26,10019.953087302105,251.45243440537152,2.5308788290674586,1.083172069552708,91.45094930073287
27,10028.551633760611,252.13042075387918,2.436824244610473,1.3085307883221573,90.08675333045801
28,10024.632371406817,253.9440067144568,2.151800473358807,1.052613909909023,90.51129210791592
29,10027.136753761517,252.75462868322202,2.4797297903744955,1.3118313867643443,90.34697129985459
30,10026.543487604986,251.58707657094473,2.663432130214489,0.8870706639913448,90.38092087589018
